Employee_ID,Quarter,Age,Years_of_Experience,Department,Education_Level,Job_Level,Attendance_Rate,Absenteeism_Rate,Productivity_Score,Engagement_Score,Workload_Index,Training_Hours,Competency_Score,Collaboration_Score,Work_Quality_Score,Previous_Performance_Score,Performance_Category,ProductivityScore,WorkLifeBalance
E01902,5,37.44,17.08,Sales,Bachelor,Mid,87.55,11.64,57.48,65.93,62.49,9.31,60.87,61.78,80.83,73.32,0,57.48,0.0
E01903,1,43.14,20.63,Sales,Master,Mid,90.95,9.88,66.32,100.0,55.51,12.96,73.92,88.34,77.47,66.48,2,66.32,0.0
E01903,2,43.14,20.63,Sales,Master,Mid,89.88,10.66,73.19,96.62,78.93,5.25,79.79,71.39,79.23,76.84,2,73.19,0.0
E01903,3,43.14,20.63,Sales,Master,Mid,96.18,3.74,66.36,100.0,41.06,19.98,69.39,86.99,70.35,76.02,2,66.36,0.0
E01903,4,43.14,20.63,Sales,Master,Mid,92.97,7.32,69.71,95.82,39.58,7.72,65.12,78.51,81.77,80.86,2,69.71,0.0
E01903,5,43.14,20.63,Sales,Master,Mid,94.51,4.53,63.64,100.0,66.91,10.21,70.64,67.06,72.43,75.89,2,63.64,0.0
E01904,1,42.77,19.4,Customer Service,Diploma,Junior,92.74,7.11,82.82,79.08,53.59,14.9,71.32,60.17,70.95,57.66,2,82.82,0.0
E01904,2,42.77,19.4,Customer Service,Diploma,Junior,97.32,1.63,87.75,83.52,38.54,38.99,81.46,64.46,70.7,77.56,2,87.75,0.0
E01904,3,42.77,19.4,Customer Service,Diploma,Junior,95.17,3.98,65.16,72.33,43.19,13.52,73.12,64.96,85.94,86.66,2,65.16,0.0
E01904,4,42.77,19.4,Customer Service,Diploma,Junior,95.71,4.37,69.37,67.94,58.39,3.32,74.63,60.93,79.33,76.21,2,69.37,0.0
E01904,5,42.77,19.4,Customer Service,Diploma,Junior,97.63,1.19,71.83,82.05,58.53,7.78,74.42,75.12,67.06,83.24,2,71.83,0.0
E01905,1,30.64,9.97,Customer Service,Master,Entry,92.95,6.45,72.49,79.68,42.71,11.38,100.0,67.92,80.79,72.27,1,72.49,0.0
E01905,2,30.64,9.97,Customer Service,Master,Entry,91.81,8.15,90.61,80.1,67.96,14.01,100.0,81.4,78.25,74.17,2,90.61,0.0
E01905,3,30.64,9.97,Customer Service,Master,Entry,85.01,14.25,74.85,75.22,62.24,10.81,100.0,76.44,79.11,84.29,2,74.85,0.0
E01905,4,30.64,9.97,Customer Service,Master,Entry,89.39,9.92,85.67,70.02,49.88,13.33,100.0,59.3,73.74,80.45,2,85.67,0.0
E01905,5,30.64,9.97,Customer Service,Master,Entry,94.92,4.91,78.7,70.56,66.63,19.58,100.0,80.16,81.73,75.26,2,78.7,0.0
E01906,1,34.22,14.48,Operations,Diploma,Mid,82.07,17.9,72.15,55.85,55.6,19.13,73.91,48.68,65.37,60.44,1,72.15,0.0
E01906,2,34.22,14.48,Operations,Diploma,Mid,92.07,7.45,67.09,59.05,42.27,40.09,78.57,65.97,75.44,63.94,1,67.09,0.0
E01906,3,34.22,14.48,Operations,Diploma,Mid,90.94,9.8,64.32,66.15,46.24,5.2,62.5,65.27,69.36,73.41,1,64.32,0.0
E01906,4,34.22,14.48,Operations,Diploma,Mid,91.31,7.35,63.8,58.01,36.54,18.68,68.65,59.58,65.14,66.45,1,63.8,0.0
E01906,5,34.22,14.48,Operations,Diploma,Mid,85.05,14.69,71.9,61.04,72.0,11.32,71.79,48.14,69.83,67.59,1,71.9,0.0
E01907,1,24.56,0.42,Marketing,Bachelor,Senior,92.94,8.21,75.78,62.39,64.99,6.29,81.44,71.38,81.86,63.22,2,75.78,0.0
E01907,2,24.56,0.42,Marketing,Bachelor,Senior,86.54,13.5,70.0,75.44,31.23,29.89,78.96,64.86,68.84,78.35,2,70.0,0.0
E01907,3,24.56,0.42,Marketing,Bachelor,Senior,95.4,3.56,65.92,66.45,49.82,28.15,79.56,57.88,70.44,78.56,1,65.92,0.0
E01907,4,24.56,0.42,Marketing,Bachelor,Senior,90.07,9.78,67.63,65.18,65.36,10.28,74.93,72.37,72.36,73.91,1,67.63,0.0
E01907,5,24.56,0.42,Marketing,Bachelor,Senior,88.61,10.9,61.95,71.34,58.89,5.2,72.91,76.09,73.64,62.74,1,61.95,0.0
E01908,1,24.66,6.97,Research and Development,Master,Senior,90.83,8.33,77.86,60.15,68.69,19.5,83.33,62.82,72.75,62.62,1,77.86,0.0
E01908,2,24.66,6.97,Research and Development,Master,Senior,83.09,17.05,71.61,57.02,69.45,26.72,76.23,50.17,62.11,74.8,1,71.61,0.0
E01908,3,24.66,6.97,Research and Development,Master,Senior,90.73,9.41,66.66,63.82,64.3,13.44,77.9,67.24,72.47,66.88,1,66.66,0.0
E01908,4,24.66,6.97,Research and Development,Master,Senior,95.73,4.79,69.15,63.74,49.76,13.75,78.83,60.27,85.08,69.54,1,69.15,0.0
E01908,5,24.66,6.97,Research and Development,Master,Senior,87.94,14.06,55.42,58.45,60.37,16.49,73.17,66.67,61.74,67.97,1,55.42,0.0
E01909,1,37.07,16.45,Marketing,Master,Senior,86.18,13.16,69.07,47.23,54.74,10.55,81.23,58.33,77.86,69.9,1,69.07,0.0
E01909,2,37.07,16.45,Marketing,Master,Senior,84.92,15.65,77.18,57.22,54.27,11.05,81.92,48.33,72.87,65.76,1,77.18,0.0
E01909,3,37.07,16.45,Marketing,Master,Senior,80.71,18.6,70.12,61.51,69.45,15.06,83.1,69.26,72.0,70.58,1,70.12,0.0
E01909,4,37.07,16.45,Marketing,Master,Senior,85.0,12.71,78.41,61.53,50.58,7.16,82.65,69.68,72.34,72.25,1,78.41,0.0
E01909,5,37.07,16.45,Marketing,Master,Senior,98.84,0.61,72.99,64.39,57.04,12.29,79.93,60.37,73.99,68.45,1,72.99,0.0
E01910,1,22.47,0.78,Customer Service,Bachelor,Mid,88.37,12.42,71.81,73.93,64.54,6.98,76.31,63.15,75.77,68.05,1,71.81,0.0
E01910,2,22.47,0.78,Customer Service,Bachelor,Mid,88.57,11.48,65.82,74.51,37.47,25.44,82.92,68.38,76.54,74.54,1,65.82,0.0
E01910,3,22.47,0.78,Customer Service,Bachelor,Mid,95.76,4.95,70.81,69.86,35.65,12.2,81.87,51.75,79.87,72.45,1,70.81,0.0
E01910,4,22.47,0.78,Customer Service,Bachelor,Mid,93.61,6.38,74.28,70.52,37.98,5.66,80.85,61.47,68.75,68.91,2,74.28,0.0
E01910,5,22.47,0.78,Customer Service,Bachelor,Mid,94.38,4.28,67.26,72.15,68.84,22.49,80.86,61.14,71.54,75.89,2,67.26,0.0
E01911,1,40.37,23.93,Sales,Diploma,Senior,80.68,18.92,72.61,46.94,49.28,9.59,89.5,52.54,66.59,69.01,1,72.61,0.0
E01911,2,40.37,23.93,Sales,Diploma,Senior,85.15,15.83,76.52,58.39,64.92,21.92,95.69,63.87,75.49,67.43,2,76.52,0.0
E01911,3,40.37,23.93,Sales,Diploma,Senior,88.35,11.82,77.87,56.42,76.65,8.68,87.28,75.39,74.54,79.36,1,77.87,0.0
E01911,4,40.37,23.93,Sales,Diploma,Senior,94.56,5.34,73.51,51.69,52.6,6.82,88.74,46.25,76.04,74.12,1,73.51,0.0
E01911,5,40.37,23.93,Sales,Diploma,Senior,100.0,0.51,87.71,54.11,67.5,7.09,91.68,56.9,78.87,73.18,1,87.71,0.0
E01912,1,45.3,24.18,Sales,Bachelor,Mid,91.61,8.41,67.28,77.72,39.79,7.18,61.92,67.07,65.12,59.3,1,67.28,0.0
E01912,2,45.3,24.18,Sales,Bachelor,Mid,86.78,13.16,71.28,84.48,84.22,8.25,63.25,56.06,73.27,72.22,1,71.28,0.0
E01912,3,45.3,24.18,Sales,Bachelor,Mid,92.95,6.82,60.2,75.61,40.79,17.95,58.85,78.55,71.08,74.64,1,60.2,0.0
E01912,4,45.3,24.18,Sales,Bachelor,Mid,93.61,6.92,74.3,78.82,55.16,25.98,73.68,70.47,55.59,70.72,2,74.3,0.0
E01912,5,45.3,24.18,Sales,Bachelor,Mid,89.55,9.87,63.69,80.4,66.18,9.06,58.52,72.36,70.47,76.19,1,63.69,0.0
E01913,1,42.19,18.3,Sales,Bachelor,Mid,87.47,12.74,54.32,61.95,38.12,16.31,59.22,69.73,62.48,51.74,1,54.32,0.0
E01913,2,42.19,18.3,Sales,Bachelor,Mid,92.48,6.34,62.37,61.72,48.32,5.67,57.69,57.82,54.52,66.49,1,62.37,0.0
E01913,3,42.19,18.3,Sales,Bachelor,Mid,87.84,13.15,62.21,63.09,24.69,9.1,57.64,65.71,62.24,62.51,1,62.21,0.0
E01913,4,42.19,18.3,Sales,Bachelor,Mid,87.7,12.93,76.13,62.08,46.92,6.1,58.52,68.06,59.12,67.86,1,76.13,0.0
E01913,5,42.19,18.3,Sales,Bachelor,Mid,92.84,7.72,62.04,55.13,58.85,7.18,59.32,47.56,65.51,71.76,1,62.04,0.0
E01914,1,25.01,5.73,Research and Development,Bachelor,Mid,90.54,9.45,80.52,88.84,51.9,8.75,63.47,66.09,77.45,64.81,1,80.52,0.0
E01914,2,25.01,5.73,Research and Development,Bachelor,Mid,88.27,11.1,81.23,88.09,66.81,13.34,59.02,63.28,60.49,74.55,2,81.23,0.0
E01914,3,25.01,5.73,Research and Development,Bachelor,Mid,85.49,14.09,61.66,93.76,38.38,15.01,64.41,93.34,69.21,76.22,1,61.66,0.0
E01914,4,25.01,5.73,Research and Development,Bachelor,Mid,91.76,9.17,59.94,91.3,56.59,6.48,54.89,81.47,64.52,71.37,1,59.94,0.0
E01914,5,25.01,5.73,Research and Development,Bachelor,Mid,89.78,10.96,68.67,89.12,60.76,11.73,67.96,64.32,73.88,68.95,2,68.67,0.0
E01915,1,22.48,2.22,Finance,Master,Entry,88.64,11.23,71.81,75.88,43.72,17.32,72.11,65.91,66.69,55.33,2,71.81,0.0
E01915,2,22.48,2.22,Finance,Master,Entry,89.74,9.96,68.8,72.34,52.0,4.93,57.79,74.58,71.2,83.17,2,68.8,0.0
E01915,3,22.48,2.22,Finance,Master,Entry,86.03,13.1,78.63,77.3,39.94,17.63,67.34,64.46,76.7,75.58,1,78.63,0.0
E01915,4,22.48,2.22,Finance,Master,Entry,100.0,0.0,66.77,71.83,82.03,27.37,65.65,68.76,70.48,74.63,1,66.77,0.0
E01915,5,22.48,2.22,Finance,Master,Entry,89.01,10.79,72.41,76.05,58.41,5.41,60.11,63.32,65.89,67.2,1,72.41,0.0
E01916,1,50.24,30.92,Operations,Bachelor,Senior,87.99,12.06,53.14,62.5,45.24,9.81,69.52,52.2,75.33,66.19,1,53.14,0.0
E01916,2,50.24,30.92,Operations,Bachelor,Senior,83.39,17.34,65.68,69.86,64.38,13.46,66.39,63.8,72.23,61.03,1,65.68,0.0
E01916,3,50.24,30.92,Operations,Bachelor,Senior,97.55,3.47,71.92,72.42,53.72,8.57,68.45,57.93,62.92,66.78,1,71.92,0.0
E01916,4,50.24,30.92,Operations,Bachelor,Senior,94.89,4.78,54.51,66.72,50.78,8.66,64.1,74.05,71.68,72.81,1,54.51,0.0
E01916,5,50.24,30.92,Operations,Bachelor,Senior,91.72,8.23,58.79,68.28,58.71,3.81,63.82,74.0,69.07,72.02,1,58.79,0.0
E01917,1,39.66,19.74,Finance,Bachelor,Mid,92.06,7.92,80.2,43.89,51.12,12.28,76.09,53.45,75.9,64.24,1,80.2,0.0
E01917,2,39.66,19.74,Finance,Bachelor,Mid,84.98,12.9,66.94,42.62,43.6,13.76,73.93,53.02,72.31,71.79,1,66.94,0.0
E01917,3,39.66,19.74,Finance,Bachelor,Mid,89.68,10.68,67.61,48.39,58.15,7.69,72.11,60.1,62.59,72.69,1,67.61,0.0
E01917,4,39.66,19.74,Finance,Bachelor,Mid,87.9,11.32,66.27,49.24,74.66,10.5,72.64,67.77,69.77,68.7,1,66.27,0.0
E01917,5,39.66,19.74,Finance,Bachelor,Mid,87.64,13.76,72.38,55.76,66.45,14.28,78.02,56.75,70.92,72.15,1,72.38,0.0
E01918,1,23.44,2.19,Customer Service,Diploma,Mid,89.34,11.21,58.27,63.47,62.44,8.62,75.74,57.67,56.98,60.6,1,58.27,0.0
E01918,2,23.44,2.19,Customer Service,Diploma,Mid,89.35,10.84,73.65,68.08,55.93,8.4,74.49,56.45,80.58,62.4,1,73.65,0.0
E01918,3,23.44,2.19,Customer Service,Diploma,Mid,99.56,0.33,72.65,68.09,40.79,6.87,63.68,72.44,73.41,74.17,2,72.65,0.0
E01918,4,23.44,2.19,Customer Service,Diploma,Mid,89.18,9.68,71.41,73.62,71.99,24.19,68.91,75.13,63.3,75.67,1,71.41,0.0
E01918,5,23.44,2.19,Customer Service,Diploma,Mid,91.69,7.95,61.66,74.67,48.34,8.63,73.62,49.38,63.58,74.71,1,61.66,0.0
E01919,1,38.53,12.44,HR,PhD,Junior,93.08,6.85,67.22,71.95,58.41,15.59,81.71,60.55,71.67,59.49,1,67.22,0.0
E01919,2,38.53,12.44,HR,PhD,Junior,84.69,15.96,66.47,70.44,40.58,15.33,86.9,59.41,81.77,71.25,1,66.47,0.0
E01919,3,38.53,12.44,HR,PhD,Junior,95.8,5.15,57.47,72.85,70.62,10.61,81.32,67.06,81.87,67.23,1,57.47,0.0
E01919,4,38.53,12.44,HR,PhD,Junior,88.75,12.26,82.8,68.42,58.06,11.07,84.76,56.35,72.93,70.67,2,82.8,0.0
E01919,5,38.53,12.44,HR,PhD,Junior,81.65,18.29,67.75,71.92,66.13,21.71,95.01,62.1,75.03,77.19,1,67.75,0.0
E01920,1,36.72,16.78,Sales,Bachelor,Senior,92.77,6.66,77.99,75.37,48.04,14.49,67.64,64.59,72.98,65.87,2,77.99,0.0
E01920,2,36.72,16.78,Sales,Bachelor,Senior,85.69,14.55,83.48,75.23,49.0,11.02,74.86,72.26,66.2,76.09,2,83.48,0.0
E01920,3,36.72,16.78,Sales,Bachelor,Senior,94.27,6.03,64.07,80.52,61.68,10.86,75.82,65.26,84.12,76.3,1,64.07,0.0
E01920,4,36.72,16.78,Sales,Bachelor,Senior,87.21,11.4,56.41,71.72,76.73,5.52,74.63,52.11,61.11,74.05,1,56.41,0.0
E01920,5,36.72,16.78,Sales,Bachelor,Senior,82.82,16.78,63.8,77.96,68.08,22.77,74.79,60.25,78.27,73.43,2,63.8,0.0
E01921,1,48.65,24.87,Customer Service,Master,Entry,84.25,16.56,67.68,88.56,42.2,9.96,81.86,74.16,82.13,74.02,2,67.68,0.0
E01921,2,48.65,24.87,Customer Service,Master,Entry,91.34,7.77,62.78,83.84,52.07,22.4,75.01,83.45,75.98,78.19,2,62.78,0.0
E01921,3,48.65,24.87,Customer Service,Master,Entry,86.82,12.52,75.38,77.08,57.32,9.53,78.95,75.53,67.2,76.44,2,75.38,0.0
E01921,4,48.65,24.87,Customer Service,Master,Entry,87.45,12.22,78.71,85.47,55.33,14.01,75.69,73.89,74.79,76.15,2,78.71,0.0
E01921,5,48.65,24.87,Customer Service,Master,Entry,88.4,10.1,74.62,81.71,59.04,11.84,70.49,69.36,69.98,87.45,1,74.62,0.0
E01922,1,36.85,14.25,IT,Bachelor,Senior,86.04,13.6,56.1,66.87,58.49,17.85,71.57,75.84,58.77,62.87,1,56.1,0.0
E01922,2,36.85,14.25,IT,Bachelor,Senior,87.03,13.42,66.6,65.71,53.17,24.7,74.4,59.87,65.41,70.86,1,66.6,0.0
E01922,3,36.85,14.25,IT,Bachelor,Senior,87.8,12.77,72.88,63.65,64.44,16.24,77.0,69.06,61.88,72.92,2,72.88,0.0
E01922,4,36.85,14.25,IT,Bachelor,Senior,91.98,6.99,64.23,59.92,58.42,18.96,67.26,79.79,72.06,75.8,1,64.23,0.0
E01922,5,36.85,14.25,IT,Bachelor,Senior,85.23,13.94,74.3,66.92,69.2,27.67,75.6,54.81,78.24,73.13,2,74.3,0.0
E01923,1,41.69,20.48,Sales,Bachelor,Mid,90.32,8.22,53.28,91.11,52.24,10.18,57.57,59.13,68.88,69.34,1,53.28,0.0
E01923,2,41.69,20.48,Sales,Bachelor,Mid,93.39,5.48,69.34,94.36,50.01,11.71,63.07,62.46,69.94,72.7,1,69.34,0.0
E01923,3,41.69,20.48,Sales,Bachelor,Mid,87.68,12.19,68.55,93.83,41.3,23.37,64.17,84.57,68.02,73.77,2,68.55,0.0
E01923,4,41.69,20.48,Sales,Bachelor,Mid,90.03,10.36,69.06,97.82,64.46,12.37,56.14,73.13,69.92,75.39,1,69.06,0.0
E01923,5,41.69,20.48,Sales,Bachelor,Mid,99.53,0.6,63.97,89.53,26.57,9.63,61.01,77.16,72.35,70.8,1,63.97,0.0
E01924,1,28.85,5.54,Finance,Master,Junior,89.95,10.23,63.94,78.26,82.01,11.06,84.0,83.44,78.63,70.3,1,63.94,0.0
E01924,2,28.85,5.54,Finance,Master,Junior,91.65,7.73,69.14,72.84,53.32,5.56,70.42,82.68,74.85,68.5,1,69.14,0.0
E01924,3,28.85,5.54,Finance,Master,Junior,93.24,6.42,74.08,89.07,64.82,11.21,75.94,62.98,78.11,71.67,2,74.08,0.0
E01924,4,28.85,5.54,Finance,Master,Junior,87.37,11.97,69.56,71.62,63.96,3.25,71.84,66.69,76.68,76.28,1,69.56,0.0
E01924,5,28.85,5.54,Finance,Master,Junior,90.48,8.48,67.53,82.65,57.1,3.53,70.05,60.73,53.55,74.04,2,67.53,0.0
E01925,1,43.5,24.22,Sales,Bachelor,Senior,85.25,15.14,85.06,77.52,49.62,13.57,80.04,66.72,72.68,63.45,1,85.06,0.0
E01925,2,43.5,24.22,Sales,Bachelor,Senior,90.68,9.57,73.27,80.72,46.31,16.93,77.56,62.08,79.73,72.83,2,73.27,0.0
E01925,3,43.5,24.22,Sales,Bachelor,Senior,90.67,9.19,64.0,77.02,52.81,7.39,74.29,71.68,68.46,75.22,1,64.0,0.0
E01925,4,43.5,24.22,Sales,Bachelor,Senior,90.84,7.28,70.92,91.72,64.6,22.46,79.41,71.28,84.13,74.96,2,70.92,0.0
E01925,5,43.5,24.22,Sales,Bachelor,Senior,92.37,7.97,66.41,88.44,78.66,28.25,82.15,56.96,68.33,75.24,2,66.41,0.0
E01926,1,24.06,0.13,HR,Master,Junior,84.59,16.61,74.87,67.51,71.04,3.93,75.92,64.67,68.67,66.71,1,74.87,0.0
E01926,2,24.06,0.13,HR,Master,Junior,98.31,0.0,60.86,79.11,31.8,14.31,79.6,47.02,72.68,70.9,1,60.86,0.0
E01926,3,24.06,0.13,HR,Master,Junior,89.24,11.13,68.56,74.63,46.83,15.08,81.81,68.83,75.81,72.01,2,68.56,0.0
E01926,4,24.06,0.13,HR,Master,Junior,90.83,8.44,66.33,72.17,43.73,23.57,78.78,62.3,68.12,75.44,1,66.33,0.0
E01926,5,24.06,0.13,HR,Master,Junior,92.2,7.39,70.84,82.16,65.12,15.06,77.57,51.02,81.4,72.9,1,70.84,0.0
E01927,1,23.9,1.83,Operations,Bachelor,Manager,91.41,8.86,67.62,80.57,52.51,13.45,61.56,69.1,77.72,64.47,1,67.62,0.0
E01927,2,23.9,1.83,Operations,Bachelor,Manager,92.45,7.75,71.21,79.08,67.16,22.19,69.71,71.47,67.53,68.41,2,71.21,0.0
E01927,3,23.9,1.83,Operations,Bachelor,Manager,94.95,6.01,64.68,82.29,34.31,14.57,66.29,78.29,73.7,80.59,2,64.68,0.0
E01927,4,23.9,1.83,Operations,Bachelor,Manager,91.96,8.54,68.38,76.98,48.03,2.73,62.21,63.58,75.46,76.56,2,68.38,0.0
E01927,5,23.9,1.83,Operations,Bachelor,Manager,90.85,7.98,66.36,84.94,45.41,9.18,59.86,72.53,68.51,75.01,1,66.36,0.0
E01928,1,25.33,5.7,Customer Service,Master,Senior,87.28,12.12,63.19,69.04,56.02,35.77,93.64,76.46,70.98,82.52,2,63.19,0.0
E01928,2,25.33,5.7,Customer Service,Master,Senior,93.36,6.66,65.72,73.67,66.51,18.78,98.45,80.34,79.26,76.61,1,65.72,0.0
E01928,3,25.33,5.7,Customer Service,Master,Senior,85.28,14.83,71.23,83.9,66.01,4.83,80.99,86.2,83.04,67.53,1,71.23,0.0
E01928,4,25.33,5.7,Customer Service,Master,Senior,88.09,11.27,61.83,68.14,85.85,19.96,92.61,64.33,67.45,71.08,1,61.83,0.0
E01928,5,25.33,5.7,Customer Service,Master,Senior,89.22,10.45,78.1,80.32,80.97,18.02,95.18,74.44,82.95,71.58,2,78.1,0.0
E01929,1,39.58,17.82,Finance,Master,Junior,85.74,14.88,73.49,89.4,65.34,19.45,76.88,69.74,67.82,57.01,1,73.49,0.0
E01929,2,39.58,17.82,Finance,Master,Junior,87.63,13.43,60.8,94.91,74.25,25.89,78.85,65.41,81.18,69.55,1,60.8,0.0
E01929,3,39.58,17.82,Finance,Master,Junior,93.69,5.89,66.36,90.35,57.79,7.61,79.99,82.6,70.8,73.88,2,66.36,0.0
E01929,4,39.58,17.82,Finance,Master,Junior,94.27,5.68,74.21,87.25,45.26,28.94,72.86,78.41,84.37,80.15,2,74.21,0.0
E01929,5,39.58,17.82,Finance,Master,Junior,93.32,6.08,80.81,84.76,46.47,8.04,73.53,57.2,73.36,81.0,2,80.81,0.0
E01930,1,43.38,18.8,Finance,Bachelor,Mid,92.57,6.39,81.66,83.46,76.98,7.76,97.33,57.12,73.32,68.08,2,81.66,0.0
E01930,2,43.38,18.8,Finance,Bachelor,Mid,89.76,9.67,68.47,70.82,59.77,6.24,97.9,85.82,80.99,84.54,2,68.47,0.0
E01930,3,43.38,18.8,Finance,Bachelor,Mid,91.61,9.24,91.99,70.85,39.88,15.71,87.26,66.97,77.44,79.03,1,91.99,0.0
E01930,4,43.38,18.8,Finance,Bachelor,Mid,92.93,7.81,74.69,78.52,59.14,5.75,99.31,55.07,78.39,72.89,2,74.69,0.0
E01930,5,43.38,18.8,Finance,Bachelor,Mid,99.74,1.29,71.85,75.44,71.53,3.81,97.25,64.03,81.53,78.22,2,71.85,0.0
E01931,1,29.72,3.66,IT,Diploma,Senior,94.36,7.41,77.5,99.53,63.92,15.81,77.47,67.03,76.04,70.14,2,77.5,0.0
E01931,2,29.72,3.66,IT,Diploma,Senior,92.07,8.92,83.84,87.74,70.29,11.69,80.53,64.76,79.99,85.5,2,83.84,0.0
E01931,3,29.72,3.66,IT,Diploma,Senior,88.87,9.25,57.48,93.32,66.86,12.93,66.49,62.52,69.42,83.25,2,57.48,0.0
E01931,4,29.72,3.66,IT,Diploma,Senior,96.05,4.14,66.17,90.24,52.14,8.18,71.33,90.22,76.33,77.58,2,66.17,0.0
E01931,5,29.72,3.66,IT,Diploma,Senior,96.88,3.5,63.89,90.06,74.16,6.2,69.73,58.99,79.65,84.89,2,63.89,0.0
E01932,1,43.28,21.43,Operations,Bachelor,Junior,90.19,10.07,67.46,61.52,39.34,20.15,70.88,70.25,69.47,55.04,1,67.46,0.0
E01932,2,43.28,21.43,Operations,Bachelor,Junior,87.67,12.73,64.99,65.53,41.23,25.91,86.11,54.26,71.53,70.89,1,64.99,0.0
E01932,3,43.28,21.43,Operations,Bachelor,Junior,94.87,5.07,62.82,78.31,58.57,7.98,68.08,83.33,70.78,68.96,1,62.82,0.0
E01932,4,43.28,21.43,Operations,Bachelor,Junior,89.21,11.28,69.65,64.83,59.48,9.5,73.79,57.55,73.8,74.87,2,69.65,0.0
E01932,5,43.28,21.43,Operations,Bachelor,Junior,86.14,13.41,66.53,76.12,31.72,7.03,66.45,46.97,72.73,76.23,1,66.53,0.0
E01933,1,24.03,0.0,Sales,Diploma,Manager,90.55,9.71,53.19,44.25,73.9,12.98,77.16,51.48,74.71,67.73,1,53.19,0.0
E01933,2,24.03,0.0,Sales,Diploma,Manager,93.51,6.23,71.46,43.14,59.77,15.7,82.77,47.53,76.2,65.27,1,71.46,0.0
E01933,3,24.03,0.0,Sales,Diploma,Manager,87.02,12.81,72.14,60.04,34.64,7.48,75.87,61.13,71.72,68.89,1,72.14,0.0
E01933,4,24.03,0.0,Sales,Diploma,Manager,84.72,16.33,65.15,54.46,77.03,14.29,78.62,73.36,70.27,74.72,1,65.15,0.0
E01933,5,24.03,0.0,Sales,Diploma,Manager,92.15,8.65,61.47,56.61,72.93,14.48,80.01,58.32,66.4,69.78,1,61.47,0.0
E01934,1,27.72,2.76,Finance,Bachelor,Junior,87.58,12.93,67.25,60.0,52.52,22.07,91.9,66.99,65.24,66.71,1,67.25,0.0
E01934,2,27.72,2.76,Finance,Bachelor,Junior,88.51,11.79,68.82,74.02,48.16,7.85,75.88,60.23,72.65,71.59,1,68.82,0.0
E01934,3,27.72,2.76,Finance,Bachelor,Junior,94.2,5.46,79.93,70.28,58.14,15.87,89.39,63.8,89.39,71.94,1,79.93,0.0
E01934,4,27.72,2.76,Finance,Bachelor,Junior,93.43,6.83,75.18,76.94,49.12,11.21,82.46,60.37,73.39,70.34,2,75.18,0.0
E01934,5,27.72,2.76,Finance,Bachelor,Junior,92.22,7.02,63.52,77.59,53.99,30.84,86.47,61.8,73.39,80.39,1,63.52,0.0
E01935,1,26.2,3.68,Sales,Master,Junior,91.47,7.56,67.28,57.95,48.19,7.54,55.92,72.73,69.63,61.65,1,67.28,0.0
E01935,2,26.2,3.68,Sales,Master,Junior,85.89,15.16,57.59,58.4,45.29,16.44,60.5,52.89,62.55,70.26,1,57.59,0.0
E01935,3,26.2,3.68,Sales,Master,Junior,93.93,7.07,74.44,71.6,75.07,9.44,59.42,76.18,69.61,63.82,1,74.44,0.0
E01935,4,26.2,3.68,Sales,Master,Junior,87.42,13.0,51.54,69.02,60.05,9.62,54.47,52.37,57.77,69.92,1,51.54,0.0
E01935,5,26.2,3.68,Sales,Master,Junior,94.64,6.39,73.89,65.95,39.94,6.74,54.73,67.18,62.01,61.06,1,73.89,0.0
E01936,1,38.87,17.8,Finance,Master,Mid,95.71,3.41,63.43,90.83,61.14,10.97,55.04,62.91,67.16,62.03,1,63.43,0.0
E01936,2,38.87,17.8,Finance,Master,Mid,91.22,10.81,56.76,87.57,15.0,3.85,50.31,93.08,74.51,68.87,1,56.76,0.0
E01936,3,38.87,17.8,Finance,Master,Mid,93.24,6.09,53.77,88.35,44.9,4.73,46.84,76.03,72.37,73.51,1,53.77,0.0
E01936,4,38.87,17.8,Finance,Master,Mid,92.73,6.67,42.31,96.87,38.98,4.61,45.59,66.29,69.96,62.67,1,42.31,0.0
E01936,5,38.87,17.8,Finance,Master,Mid,93.24,7.08,65.56,90.53,54.88,4.49,49.75,88.19,70.71,64.08,2,65.56,0.0
E01937,1,21.0,0.99,IT,Bachelor,Manager,87.7,12.23,72.76,78.89,60.67,11.34,74.86,77.11,72.9,61.59,1,72.76,0.0
E01937,2,21.0,0.99,IT,Bachelor,Manager,79.16,21.28,53.23,90.2,39.57,10.99,71.17,59.46,78.31,72.6,1,53.23,0.0
E01937,3,21.0,0.99,IT,Bachelor,Manager,86.32,14.61,75.41,81.72,54.18,40.19,80.31,66.12,80.73,67.51,2,75.41,0.0
E01937,4,21.0,0.99,IT,Bachelor,Manager,92.08,7.92,70.05,92.2,69.57,10.11,69.88,74.65,68.79,83.67,2,70.05,0.0
E01937,5,21.0,0.99,IT,Bachelor,Manager,96.12,2.95,70.07,83.14,81.34,1.85,63.06,86.68,57.79,79.2,1,70.07,0.0
E01938,1,32.24,8.99,Research and Development,Bachelor,Junior,84.86,15.76,59.84,43.89,56.37,12.07,68.67,66.81,73.59,62.91,0,59.84,0.0
E01938,2,32.24,8.99,Research and Development,Bachelor,Junior,90.11,10.24,63.82,45.29,54.39,10.32,70.67,50.43,68.14,57.94,1,63.82,0.0
E01938,3,32.24,8.99,Research and Development,Bachelor,Junior,86.51,13.51,51.29,46.46,63.0,36.41,69.07,50.49,73.4,63.79,1,51.29,0.0
